"Dealer Name","Dealer Type","Address","City","State","Pincode","Contact","Email"
"MADHAV SUZUKI","Suzuki Premium Dealers","Anmol Building, Kuwadva Road, Rajkot -360003, Gujarat","Rajkot","Gujarat","360003","02812-456448; 6351899155; 6351899160","rajkot.madhav.sales@suzukidealers.net"
"Mahalaxmi Suzuki","Suzuki Premium Dealers","55, Shiv Kunj, Mahalaxmi Tower, Near Crown Public School, Harmu bye pass Road, Harmu, Ranchi-834001, Jharkhand","Ranchi","Jharkhand","834001","9504341122, 9955036000","ranchi.reeta.sales@suzukidealers.net"
"MAHALAXMI SUZUKI","Suzuki Premium Dealers","M/s Priyanka Motors Pvt. Ltd.12-5-149/19/2, Opp to N.I.N., Beside Metro Station,Main Road, Tarnaka, Secunderabad, Andhra Pradesh- 500017","Hyderabad","Telangana","500017","9246852534/9246152534 /9985441899 /9394884497  /7416465244 /040-66188881","hyderabad.priyanka.sales@suzukidealers.net"
"MALIK SUZUKI","Suzuki Premium Dealers","8-1-366/B/9, 9/A, Main Road, Tolichowki, Hyderabad - 500008, Andhra Pradesh","K.V.Rangareddy","Telangana","500008","9849033330 /8008910000/040-23565522/23565588/23565599/8885000251/ 8885000260 / 8885000258  Fax :040-23567890","hyderabad.elegant.sales@suzukidealers.net"
"MANGATTIL SUZUKI","Suzuki Premium Dealers","Tanur Road,Moochikkal,Tirur,Malappuram Dist-676307,Kerala","Malappuram","Kerala","676307","7592800800, 9072555005, 0494-2425199","tirur.mangattil.sales@suzukidealers.net"
"MANGATTIL SUZUKI","Suzuki Premium Dealers","Kozhikode Road, Konompara, Melmuri, Malappuram- 676517,  Kerala","Malappuram","Kerala","676517","9349800600 (Sales), 7356333744 (Service)","malappuram.mangattil.sales@suzukidealers.net"
"MARK SUZUKI","Suzuki Premium Dealers","Shaukat House (Old Court Building), Opp Kurla Garden, Near Kurla Court, IBS Marg, Kurla (W) - 400070, Mumbai, Maharashtra","Mumbai","Maharashtra","400070","9223300786; 7021380399; 8693836958","mumbai.mark.sales@suzukidealers.net"
"MBD SUZUKI","Suzuki Premium Dealers","Sankosai Dimna road, Mango, Jamshedpur-831012","East Singhbhum","Jharkhand","831012","8521617501; 7903683020","jamshedpur.mbd.sales@suzukidealers.net"
"MEGHAVATH SUZUKI","Suzuki Premium Dealers","Munivenkatappa Complex 36/1, , 7th Bellary Main Road,Ganganagar, Bangalore 560032 KarnatakaBangalore -","Bangalore","Karnataka","560032","9880033448 /8971300677 /9036141991  /9663600219 /060-41485418","bangalore.meghavath.sales@suzukidealers.net"
"MEGHDOOTH SUZUKI","Suzuki Premium Dealers","Trinity Church Complex,Trinity Circle,M G Road, Bangalore 560008","Bangalore","Karnataka","560008","9880081000 / 9738156160 / 9901165455 / 080-25596606/ 4461/ 25583399 /080 25573131/3232","bangalore.meghdooth.sales@suzukidealers.net"
"MIDAS SUZUKI","Suzuki Premium Dealers","Deshmukh Plaza,plot No:-2,S.N.-231+234,/1B+234/A2,Near Savedi Bus Stand,Nagar-Manmad Highway,Savedi,Ahmednagar-414003","Ahmed Nagar","Maharashtra","414003","9822751234 /9422221386 /9689159765  /9271977171 /(0241)-2341144/ 2341145/9623011122/ 9623011144","ahmednagar.bhapkar.sales@suzukidealers.net"
"MIDAS SUZUKI","Suzuki Premium Dealers","Plot No. 38; Survey No. 127/1, SriKrupa Market, Premises of Mahboob Mansion, Hyderabad Agriculture Market Committee, Malakpet, Hyderabad-500036, Andhra Pradesh","Hyderabad","Telangana","500036","9885011616 , 9246535646, 9246277272, 040 6602 1133","hyderabad.atm.sales@suzukidealers.net"
"MOHITE SUZUKI","Suzuki Premium Dealers","517 A/1, Rote Chambers, Old P.B. Road, Kolhapur - 416005.","Kolhapur","Maharashtra","416005","9860497777 / 9850446865 / 0231 2530061",""
"MOTORCYCLE HOUSE","Suzuki Premium Dealers","14/147(1) &14/148(1), Chunniganj, Kanpur-208001","Kanpur Dehat","Uttar Pradesh","208001","9839231078/9838859090/0512-2533093","kanpur.motorcyclehouse.sales@suzukidealers.net"
"MOZI SUZUKI","Suzuki Premium Dealers","No.9/2, Annamalai Nagar, Karur Bypass Road, Trichy-620018, Tamil Nadu","Tiruchirappalli","Tamil Nadu","620018","8344555055","trichy.mozi.sales@suzukidealers.net"
"MPC SUZUKI","Suzuki Premium Dealers","1, KVIC Nagar, Velacherry Main Road, Gowrivakkam, Selaiyur, Chennai-600073, Tamil Nadu","Kanchipuram","Tamil Nadu","600073","7397775578 (Sales), 7397775581 (Service), 7397775583 (Spares)","chennai.mpc.sales@suzukidealers.net"
"MRP SUZUKI","Suzuki Premium Dealers","Vikranta Appartment, Shop No. 1, Ground Floor, Shantinagar, Kalyan Ambernath Road, Ulhasnagar-421003","","","421003","9923054054,08087000000,8087988882,09923054054,08793000027 / 28","ulhasnagar.mrp.sales@suzukidealers.net"
"NACHIYAR SUZUKI","Suzuki Premium Dealers","No.119, Abraham Pandithar Garden,  M.C. Road, Thanjavur-613007, Tamil Nadu","Thanjavur","Tamil Nadu","613007","7339510033, 04362245999","thanjavur.nachiyar.sales@suzukidealers.net"
"NAKODA SUZUKI","Suzuki Premium Dealers","Showroom  – 3A- Ridhi Sidhi Ind.Co.Op. Society, Nr. Daxeshwar Mahadev Temple, Opp. Daxeshwar BRTS, Udhna, Surat-394221, Gujarat / Workshop  – Plot No.19-20, Ground Floor, Laxminarayan Industrial Park, Nr. BRC, Udhna, Surat-394210, Gujarat","Surat","Gujarat","394221","9924536633, 9106308925, 9913316961, 9924536633","surat.nakoda.sales@suzukidealers.net"
"NARAYAN SUZUKI","Suzuki Premium Dealers","City Centre, Main Road, Gwalior- 474011, Madhya Pradesh","Gwalior","Madhya Pradesh","474011","9826055914, 7694014755, 7694014754, 7694014753","gwalior.nrmautomobiles.sales@suzukidealers.net"
"NIKAMUL SUZUKI","Suzuki Premium Dealers","Dag No. 462 of Patta No. 228, Village Mazgaon, Distt. Sonitpur, Tezpur - 784001, Assam","Sonitpur","Assam","784001","9435704151, 7399127446, 9706647927, 8876216030, 9085753591, 03712-255816","tezpur.pkb.sales@suzukidealers.net"
"NINESTAR SUZUKI","Suzuki Premium Dealers","S.No-43,Beretana Agrahara, Chikkathogur,Electronic Post,Hosur Main Road,Bangalore-560100","Bangalore","Karnataka","560100","9980377900/9480103333 /7259512222(GM)/9900040355 /9900040344  /9900038337 /080-49063333/","bangalore.ninestar.sales@suzukidealers.net"
"NIRMALA SUZUKI","Suzuki Premium Dealers","Showroom: TC-54/146, 54/147, 54/148, 54/149, Saraswathy Building, Karmana, Manacaud, Thiruvananthapuram- 695002, Kerala <br/>Workshop: TC No.23/1138-1, CIT Road, Thycaud, Thiruvananthapuram- 695002, Kerala","Thiruvananthapuram","Kerala","695002","62820 13881 / 82; 95442 14400 / 95441 84400","trivandrum.nirmala.sales@suzukidealers.net"
"NISHANT SUZUKI","Suzuki Premium Dealers","B. D. Complex, Barkagaon Road, Hazaribagh-825301, Jharkhand","Hazaribag","Jharkhand","825301","9631735881; 8603239523; 7070690939","hazaribagh.deepjyoti.sales@suzukidealers.net"
"NITARA SUZUKI","Suzuki Premium Dealers","Nitara Suzuki, Near Varsha Industries, Bhagwanganj, Bhopal Road, Sagar - 470002, (MP)","Sagar","Madhya Pradesh","470002","7693092390   /8305090310  /9993370805  9826560929","nitara.sales@suzukidealers.net"
"NJ SUZUKI","Suzuki Premium Dealers","Old No.1972, New No.-430, Opp. Coimbatore Stock Exchange, Trichy Road, Singanallur (Post), Coimbatore-641005, Tamil Nadu","Coimbatore","Tamil Nadu","641005","9942902200 (Sales), 8489812200 (Service), 9047712200 (Spares)","coimbatore.njbikes.sales@suzukidealers.net"
"NJ SUZUKI","Suzuki Premium Dealers","48/244, Sathy Road Veerappan Chathiram, Erode - 638004 Tamil Nadu","Erode","Tamil Nadu","638004","9842702200  8012502200 8675102200   7402702200","erode.njbikes.sales@suzukidealers.net"
"OM SAI SUZUKI","Suzuki Premium Dealers","At- Santara, PO-Dala, Ps- Jajpur Road, Distt- Japur-755019, Odisha","Jajapur","Odisha","755019","9438683293 / 8598899001","jajpur.sahoo.sales@suzukidealers.net"
"ORIENT SUZUKI","Suzuki Premium Dealers","Showroom : Plot No. 2087/2088 Golden Arcade, Burdwan road, Siliguri- 734002.Workshop- H/No. 480/325/327, Ward No. 7, Vidyasagar Pally, Siliguri- 734002.","Darjiling","West Bengal","734002","7,872,322,002,787,230,000,000,000,000,000,000,000,000","nordustra.sales@suzukidealers.net,uri.nordustra.sales@suzukidealers.net"
"ORION SUZUKI","Suzuki Premium Dealers","518, Bhuvanappa L/O, Hosur Road, Bangalore-560029, Karnataka","Bangalore","Karnataka","560029","Sales: 9535081055 / Service: 9035083900 / Spare: 9535997986","bangalore.motomart.sales@suzukidealers.net"
"P D Suzuki","Suzuki Premium Dealers","Showroom & Workshop: Plot No.: J-203, MIDC Tarapur, Boisar, Tal/Dist- Palghar-401506, Maharashtra","Thane","Maharashtra","401506","Sales - 7558446330; 7558445686
<br/>Service - 7558446130","boisar.pd.sales@suzukidealers.net"
"Pacholi Suzuki","Suzuki Premium Dealers","Plot No. 6/38, Rajiv Colony, NH-8, Gurugram-122001, HARYANA.","Gurgaon","Haryana","122001","9999916375, 0124-2200002, 9205081725","gurugram.pacholi.sales@suzukidealers.net"
"PADMAJA SUZUKI","Suzuki Premium Dealers","Padmaja Commercial Corporation, P.B. No. 709, Prabhu Nilayam MG Road,labbipet, Vijaywada-520010","Krishna","Andhra Pradesh","520010","9666678830/(0866)2474060,2474760,2477840(fax)","vijaywada.vallurupalli.sales@suzukidealers.net"
"PADMAJA SUZUKI","Suzuki Premium Dealers","Door No.88/P, Block-D, Srinagar, NH-5, Old Gajuwaka, Visakhapatnam-530026, Andhra Pradesh","Visakhapatnam","Andhra Pradesh","530026","0891- 2757833, 0891- 2757834 , 9885794646","gajuwaka.padmaja.sales@suzukidealers.net"
"PADMAJA SUZUKI","Suzuki Premium Dealers","1-18-6/1, MVP Colony, Sector-12, Lawsons Bay Colony, Visakhapatnam-530017, Andhra Pradesh","Visakhapatnam","Andhra Pradesh","530017","8886617022","visakhapatnam.padmaja.sales@suzukidealers.net"
"PAI SALES","Suzuki Premium Dealers","Pai Chambers, Mangladevi Temple Road, Pandeshwar, Manglore-575001","Dakshina Kannada","Karnataka","575001","9845081446 / 9845083804 / 9845353328 / 0824-4260001 telefax/ 2420650","mangalore.paisales.sales@suzukidealers.net"
"PALAKKAD SUZUKI","Suzuki Premium Dealers","N.H. - 47, By Pass, Chandranagar Junction, Chandranagar, Palakkad - 678007, Kerala","Palakkad","Kerala","678007","09847038095, (0491) - 2572549/1549,2571549(fax),9847799043,9946100007","palakkad.pannivelil.sales@suzukidealers.net"
"Parameswar Suzuki","Suzuki Premium Dealers","Showroom: 38B, G.T. Road, Uttarpara Hooghly-712232 West Bengal / Workshop: 188/2, 188/3, & 188/4, K. G. T. Road Uttarpara Hooghly, WB-712233","Hooghly","West Bengal","712232","9477775570, 033-29880248","hoogly.parameswar.sales@suzukidealers.net"
"PARASHAR AUTO","Suzuki Premium Dealers","Speaker Chowk, Kalambagh Road, Muzzafarpur-842001","Muzaffarpur","Bihar","842001","9430974511/(0621)2240243/3209681/2247265(Fax)","muzzafarpur.parashar.ceo@suzukidealers.net"
"Pashupati Suzuki","Suzuki Premium Dealers","P. N. Road, Chiring Chapori, Dibrugarh - 786001, Assam","Dibrugarh","Assam","786001","9678074078","dibrugarh.srikantha.sales@suzukidealers.net"
"PATEL SUZUKI","Suzuki Premium Dealers","IB House, 150ft. Ring Road, Navjyot Park Corner, At - Amin Marg Junction, Besides Prasang Hall, Rajkot - 360005, Gujrat","Rajkot","Gujarat","360005","0281 -2577734/ 2577764 /9724200707/ 9724322280/ 9724322289/9909022273","rajkot.ibmotors.sales@suzukidealers.net"
"PATHIKKAL MOTORS","Suzuki Premium Dealers","Pathikkal Building, Calicut Road, Perintalmanna, Mallapuram-679322","Malappuram","Kerala","679322","09446251841,04933-225393,94,225295","mallapuram.pathikkal.sales@suzukidealers.net"
"Pearl Suzuki","Suzuki Premium Dealers","Jammu Pathankot Highway, Kunjwani Chowk Jammu-180010","Jammu","Jammu & Kashmir","180010","8899001523, 8899001520","jammu.bikemart.sales@suzukidealers.net"
"Pearl Suzuki","Suzuki Premium Dealers","Show room - Ground Floor, 145, Machla Magra Scheme, Sector 11 Road, Opp. Hotel Paras Mahal, Udaipur Rajasthan-313001Work Shop - Lower Ground Floor, 126, Sector 11, Below Tata Paso Motors, Udaipur-313001","Udaipur","Rajasthan","313001","9116635341, 7340060904, 9116635342, 9116635343","udaipur.sdy.sales@suzukidealers.net"
"PHOENIX SUZUKI","Suzuki Premium Dealers","1848/1, 2, 3,Hunsur Main Road, Hinkal, Yelawala Hobli,Mysore-570017Karnataka","Mysore","Karnataka","570017","9845254545 /9986111446 /934223375  /9886629211 / 821-4000406/407/    821-4000626/636","mysore.janani.sales@suzukidealers.net"
"PLANET SUZUKI","Suzuki Premium Dealers","1st Floor, Shakti Enclave,Opp. BSNL Office,Kankaria Road,Maninagar,Ahmedabad-380008","Ahmedabad","Gujarat","380008","9825009493/ 9825005360/8238067143/ 079-30428280","ahmedabad.ishwar.sales@suzukidealers.net"
"PONNI SUZUKI","Suzuki Premium Dealers","Showroom: 5B, Ponni Complex, Vellore Main Road, Tiruvannamalai- 606601, TamilNadu | Workshop: 5B, Ponni Complex, Vellore Main Road, Tiruvannamalai- 606601, TamilNadu","Tiruvannamalai","Tamil Nadu","606601","9787850000,7094333355,7094333399,7094333366","tiruvannamalai.ponni.sales@suzukidealers.net"
"Popular Suzuki","Suzuki Premium Dealers","Plot No. 154, Phase2, Industrial Area Panchkula-134109","Panchkula","Haryana","134109","7988631209, 8822220555, 9888590062, 0172-5011107","panchkula.popular.sales@suzukidealers.net"
"PRABHAT SUZUKI","Suzuki Premium Dealers","1739~44/XIV-4 MCA, G.T. Road, Opp. Railway Workshop, Putlighar, Amritsar - 143001, Punjab","Amritsar","Punjab","143001","9316526156, 9988170709","amritsar.prabhatauto.sales@suzukidealers.net"
"PRAMAAN SUZUKI","Suzuki Premium Dealers","160A/2 Medavakam Main road,Adambakkam,Chennai-600088","Kanchipuram","Tamil Nadu","600088","8754412627, 9176622204 , 9176042816, 044-2260-3053 /54 /55 /56 , 2260-0599 /1599 / 2627","chennai.pramaan.sales@suzukidealers.net"
"PRIDE SUZUKI","Suzuki Premium Dealers","Plot no 33, Ground and 1st floor, Ghodela house, Near Patel Colony, Opp Jayesh Medical Store, Udhana Tin Rasta, Udhana Main Road, Udhana Gam - 394210, Surat, Gujrat","Surat","Gujarat","394210","0261-2580500 / 6569900/ 9979728888 /9099082199/196/ 9825700009","pridesuzuki@gmail.com"
"PURNEA SUZUKI","Suzuki Premium Dealers","Ford Company Chowk, Navaratan Hata, N. H. - 31, Purnea, Bihar-854301","Purnia","Bihar","854301","9431096379, 9931775089/(06454) 240944","purnea.biharauto.sales@suzukidealers.net"
"R & M Suzuki","Suzuki Premium Dealers","40/301-3, Beside MRB Trade Centre, Bangarupeta, Kurnool - 518004, Andhra Pradesh.","Kurnool","Andhra Pradesh","518004","Showroom - 9440554395 Workshop - 9440554395","kurnool.radha.sales@suzukidealers.net"
"RACE SUZUKI","Suzuki Premium Dealers","Mehsana Suzuki, Opp. Pramukh Enclave, State Highway-8, Mehsana, Gujarat-384002","Mahesana","Gujarat","384002","02762-258888, 645392, 9624660007","mehsana.racemotors.sales@suzukidealers.net"
"Radical Suzuki","Suzuki Premium Dealers","Showroom: 2030/C, Near Ajit Petrol Pump, Baldev Nagar, Ambala-134007, Haryana Workshop: 2030/C, Near Ajit Petrol Pump, Baldev Nagar, Ambala-134007, Haryana","Ambala","Haryana","134007","7087012991, 7087012992","ambala.radicalspeed.sales@suzukidealers.net"
"RAJ SUZUKI","Suzuki Premium Dealers","Showroom: Kottukulangara, Kayamkulam PO, Kayamkulam-690502, KeralaWorkshop: No.19, Ambattur Industrial Estate, Chennai-600058, TamilNadu","Alappuzha","Kerala","690502","7593863109","kayamkulam.valsam.sales@suzukidealers.net"
"RAJ SUZUKI","Suzuki Premium Dealers","G1, G2, Gravity Mall, Manmandir Miniplex, Bhamori, Vijaynagar, Indore, 452001","Indore","Madhya Pradesh","452001","100.9000878","indore.mandhwani.sales@suzukidealers.net"
"RAJAVALSAM SUZUKI","Suzuki Premium Dealers","30/696 A,B,C, Alappuzha, 30, NearS.D College, Kalarcod, VADACKAL-688003,Kerala","Alappuzha","Kerala","688003","8593093131,7593863109,9961410308(gm)","alleppey.rajavalsam.sales@suzukidealers.net"
"RDB SUZUKI","Suzuki Premium Dealers","Khasra No. 564, A-6, Devli Road, Khanpur Extension - 110062, New Delhi.","South Delhi","Delhi","110062","9650406261 /  9999663532 /  7065556261 /  7065546261","delhi.rdb.sales@suzukidealers.net,rdbsuzuki@gmail.com"
"Rishabh Suzuki","Suzuki Premium Dealers","Shop No. 16 to 19, Kalyan Vihar Colony, Near Vishnu Garden, Near Sanganer Flyover, Tonk Road, Jaipur-302029","Jaipur","Rajasthan","302029","9116664646, 7620586756","jaipur.rishabh.sales@suzukidealers.net"
"Rita Suzuki","Suzuki Premium Dealers","Showroom / Workshop: NH-55, Panchmahala, Angul, Odisha-759122","Angul","Odisha","759122","7077724701, 8328966065","angul.rita.sales@suzukidealers.net"
"RIYA SUZUKI","Suzuki Premium Dealers","85/6 Agra Road, Opp. Chheda Petrol Pump, Mulund West, Mumbai - 400082 West Maharashtra","Mumbai","Maharashtra","400082","9967556643, 9869178646, 022-25621095/96/97,7506925025 / 7738649999 / 7738622255","mumbai.riya.sales@suzukidealers.net"
"Riya Suzuki","Suzuki Premium Dealers","Show room - Sr No. 9, Kalyan Shill Road, Davdi Naka, Dombivli East- 421203, Thane, Maharashtra.Work shop - A/163 MIDC Phase I, Dombivli East- 421203, Thane, Maharashtra.","Thane","Maharashtra","421203","9326929287/8/9, 9326929280/98","dombivli.riya.sales@suzukidealers.net"
"RJ SUZUKI","Suzuki Premium Dealers","Showroom: No: 18/72, Kollam-Kottarakkara Road, Town Limit, Kadappakkada, Kollam-691004, Kerala | Workshop: SyNo: 89/2, 89/3, 90, 1 Kollam- Shenkottai Road,  (N.H.208), Kadappakkada (PO), Kollam-691008, Kerala","Kollam","Kerala","691004","9388221249, 8138999802, 8138999810","kollam.ramjan.sales@suzukidealers.net"
"Rock Suzuki","Suzuki Premium Dealers","Show Room: 76, 78, Mirza Galib Road,  Byculla Clare Road, Mumbai- 400008, Maharashtra.Work Shop:  124, Sardar Balwant Singh Dhoni Marg, NESBIT Road, Mazgoan, Mumbai-10 , Maharashtra.","Mumbai","Maharashtra","400008","9699618998 / 9833244662 / 9699496053","mumbai.snj.sales@suzukidealers.net"
"ROHINI SUZUKI","Suzuki Premium Dealers","Padmapukur,(salepur)P.O+P.S-Baruipur,Kolkata-700144","South 24 Parganas","West Bengal","700144","9088013993/9088104724/9088104714 /9163247941  /9088104725","kolkata.sheikh.sales@suzukidealers.net"
"ROHINI SUZUKI","Suzuki Premium Dealers","Showroom: 137/H, 34/Sector-3, Rohini - 110085 (New Delhi) / Workshop: L-129, Vijay Vihar, Phase-2 Rohini - 110085 (New Delhi)","North Delhi","Delhi","110085","011-49094100 / 7042118300","delhi.parvgsales.sales@suzukidealers.net"
"ROHTAK SUZUKI","Suzuki Premium Dealers","Shakuntala Building, Delhi Road, Sonepat Stand, Rohtak - 124001","Rohtak","Haryana","124001","8059880001/8059880000   01262-269673/ 230034/ 9215025255/ 271130/ 271131/ 255888 Fax/ 9215025250","rohtak.badhwar.sales@suzukidealers.net"
"Royal Suzuki","Suzuki Premium Dealers","Show room - 50, Ratan Nagar, Dher Ke Balaji, Sikar Road, Jaipur, Rajasthan-302039 Work shop - Plot No. 12/13, Kukkad Kheda, Opp. Road No. 2, Sikar Road Jaipur-302032","Jaipur","Rajasthan","302039","8094011503, 8094011504","jaipur.quark.sales@suzukidealers.net"
"S & S SUZUKI","Suzuki Premium Dealers","19-3-14,Renigunta Road,Tirupati-517501,A.P-517501","Chittoor","Andhra Pradesh","517501","0877-2237700, 9959429444, 0877-2238567 FAX","tirupati.garuda.sales@suzukidealers.net"
"S R SUZUKI","Suzuki Premium Dealers","116A, Bharathiar Salai, Cantonment, Trichy-620001, TamilNadu","Tiruchirappalli","Tamil Nadu","620001","9865288652","trichy.srirenga.sales@suzukidealers.net"
"Saboori Suzuki","Suzuki Premium Dealers","Showroom: K-18 Lajpat Nagar - 2, New Delhi-110024 / Workshop: Y-27, Okhla Phase 2 New Delhi-110020","South Delhi","Delhi","110024","8800995332, 9319604993","delhi.saboori.sales@suzukidealers.net"
"Sagar Suzuki","Suzuki Premium Dealers","Showroom- 59, Rani Jhansi Road, New Delhi-110055 / Workshop- Plot No. 11A, Shahzada Bagh Industrial Area, New Delhi-110035","Central Delhi","Delhi","110055","9999051091, 9810513127","delhi.sagar.sales@suzukidealers.net"
"SAIKRITIKA SUZUKI","Suzuki Premium Dealers","Hatiatnagar, Bhairabpur, N.H.-49, Madhapur Square, Keonjhar-758001, Odisha","Kendujhar","Odisha","758001","9437056114","keonjhar.saikritika.sales@suzukidealers.net"
"SAINATH SUZUKI","Suzuki Premium Dealers","Showroom & Workshop: Plot No. 152 & 153, Main Road, Near Chowrangee, O.T. Road, Kharagpur-721305, West Bengal","West Midnapore","West Bengal","721305","9434007871","kharagpur.sainath.sales@suzukidealers.net"
"SALEM SUZUKI","Suzuki Premium Dealers","D.No.:55, G.R.Nagar Office Plot, Next To Chandramahal, Kalyan Mandapam, Seelanalckenpatty, Salem (T.N.)-636201","Salem","Tamil Nadu","636201","09443241189 / 0427 - 2460564","salem.amman.sales@suzukidealers.net"
"SAMARIYA SUZUKI","Suzuki Premium Dealers","B-2A, Sethi Colony, Govind Marg, Jaipur-302004 Rajasthan","Jaipur","Rajasthan","302004","9829062762 /9261232049 /9950336933  /9571914563 0141-2603900/9829310768/8441010000/8502000223","jaipur.adauto.sales@suzukidealers.net"
"SAPTAGIRI SUZUKI","Suzuki Premium Dealers","No.1041/A, Dr. Rajkumar Road, 4th Block,Rajaji Nagar,Banglore-560010","Bangalore","Karnataka","560010","9980000500/9845029331/ 080-23143929/30/31,32,33(telefax)","bangalore.saptagiri.sales@suzukidealers.net"
"SARIPUDI SUZUKI","Suzuki Premium Dealers","Near A.C. College, Main Road, Guntur, Andhra Pradesh-522002","Guntur","Andhra Pradesh","522002","9399944333/0863-2264355/9246429554/2264366/9246429557","guntur.saripudi.sales@suzukidealers.net"
"SARIPUDI SUZUKI","Suzuki Premium Dealers","Showroom / Workshop: Amravathi Road, Near ALA Hospital, Guntur-522007, Andhra Pradesh","Guntur","Andhra Pradesh","522007","9581330994","guntur.saripudi2.sales@suzukidealers.net"
"SATTYA SUZUKI","Suzuki Premium Dealers","621/35, W-2, Juhi Kala, Saket Nagar, Govind Nagar Main Road, Kanpur-208027","Kanpur Nagar","Uttar Pradesh","208027","9839032796/9839070601/9839610524/0512-3215824","kanpur.sattya.sales@suzukidealers.net"
"SEEMA SUZUKI","Suzuki Premium Dealers","Shop No.1-2-3, Manidhar Corner, G.P Park, Near Navjivan Circle, Udhana Magadalla Road, Surat -395002, Gujarat.","Surat","Gujarat","395002","7573917771, 9712287000, 9712387000 (SM), 7573917785, 9712687000, 9712787000 (WM), 7573917790 (SP)","surat.seema.sales@suzukidealers.net"
"SETIA SUZUKI","Suzuki Premium Dealers","118, Santosh nagar, Opp Goyal house, Ajmer Road, Jaipur-302001, RAJASTHAN","Jaipur","Rajasthan","302001","9828168068/0141-4008836/ 0141-4008837/ 9828511801/9828055900/9828511805","jaipur.setia.sales@suzukidealers.net"
"SHAIBA SUZUKI","Suzuki Premium Dealers","BHIRINGI ,GT ROAD (EAST) DURGAPUR -713213,west Bengal","Bardhaman","West Bengal","713213","9434470518 /9647500517 /9800729999  /9647500520","durgapur.shaiba.sales@suzukidealers.net"
"SHIV SUZUKI","Suzuki Premium Dealers","P-66/73, D-II Block, Telco Road, Chinchwad, Pune-411019","Pune","Maharashtra","411019","9822077776, 020-27479100, 27479500","pune.shiv.sales@suzukidealers.net"
"Shiva Suzuki","Suzuki Premium Dealers","B-3, GT Road, Dilshad Garden Ind. Area Delhi - 110095","East Delhi","Delhi","110095","9891164758,011-22114063, 011-22114074","delhi.mrmotors.sales@suzukidealers.net"
"SHREE MAHAVEER SUZUKI","Suzuki Premium Dealers","Show Room : Mahaveer Auto, Plot no.-554/994, link road, Madhupatna, Cuttack-753010Work Shop : Netaji Nagar, near panchmukhi mandir, Khan Nagar Cuttack-753010","Cuttack","Odisha","753010","0671-2367441,7440036300","cuttack.shreemahaveer.sales@suzukidealers.net"
"Shree Mangal Suzuki","Suzuki Premium Dealers","Showroom: Plot no. 97, New Pali Road Jodhpur -342005Workshop: 62A, Bhagat ki kothi extension, new pali road, Jodhpur","Jodhpur","Rajasthan","342005","9784520007","jodhpur.spiroflex.sales@suzukidealers.net"
"SHREE THAKUR SUZUKI","Suzuki Premium Dealers","Near Kamla Rai College, Arar Road, Gopalganj - 841428, Bihar","Gopalganj","Bihar","841428","7764985779 / 8809653788 / 7091718177 / 8709152299","shreethakursuzuki@gmail.com"
"SHRI SAI SUZUKI","Suzuki Premium Dealers","H.no:-1-1, Old Ramachandrapuram,Medak District, Telangana-502032","Medak","Telangana","502032","9703083004 /7799963004 /9666651234  /9666309527 /","hyderabad.yuvikha.sales@suzukidealers.net"
"SHRISHAKTI SUZUKI","Suzuki Premium Dealers","B-14, Main East Krishna Nagar, Delhi- 110051","East Delhi","Delhi","110051","9810594540 22005400 22005500/  Fax- 22004800","delhi.mdmotors.sales@suzukidealers.net"
"SIDDHARTH SUZUKI","Suzuki Premium Dealers","Main Road, Ward No.23, In Front of LIC Office, P.O & Distt. Bongaigaon - 783380, Assam","Bongaigaon","Assam","783380","9435020736","bongaigaon.kritin.sales@suzukidealers.net"
"SIMRAN SUZUKI","Suzuki Premium Dealers","Shop No: 1 & 2, Regency Avenue, Kalyan Murbad Road, Syndicate , Kalyan-421301, Dist.- Thane, Maharashtra","Thane","Maharashtra","421301","8108555796; 9833493965; 8976735552","kalyan.simran.sales@suzukidealers.net"
"SINHA SUZUKI","Suzuki Premium Dealers","Showroom: Panposh Road, Rourkela, Distt. - Sudergarh, Odisha 769004 Workshop:- MM- 15, Civil Township, Rourkela odisha -769004","Sundergarh","Odisha","769004","7077704214, 9938412705, 9114050734","Rourkela.sandhyamotor.sales@suzukidealers.net"
"SMK SUZUKI","Suzuki Premium Dealers","Shiv Mishri Mansion, NO.-99, Mount Ponamallee Trunk Road, (opp. Karnataka Bank), Porur, Chennai-600116, Tamil Nadu","Kanchipuram","Tamil Nadu","600116","9962519445, 9884531899,044-23861444,23861445telefax","chennai.smk.sales@suzukidealers.net"
"SRI AARAVIKA SUZUKI","Suzuki Premium Dealers","Showroom / Workshop: No:2/220, Kattupakkam Main Road, Kattupakkam, Chennai-600056, TamilNadu","Kanchipuram","Tamil Nadu","600056","9384099001/ 002/ 003/ 011/ 012/ 013","chennai.sriaaravika.sales@suzukidealers.net"
"SRI ANAGHA SUZUKI","Suzuki Premium Dealers","Sri Anagha Motors (Unit of SARPL), Rajsons Complex, Sharbhat Katte, Near KPT, Airport Road, Mangalore-575008, Karnataka","Dakshina Kannada","Karnataka","575008","7618798485; 0824-2215999","mangalore.sri.sales@suzukidealers.net"
"SRI ARUN SUZUKI","Suzuki Premium Dealers","1247, 1248, Mettupalayam Road, Coimbatore-641043, Tamil Nadu","Coimbatore","Tamil Nadu","641043","Sales- 7397770707, Service-7397774747, Spares- 7397775757","coimbatore.tamildhanam.sales@suzukidealers.net"
