"Dealer Name","Address","City","State","Pincode","Phone 1","Phone 2","Mobile 1","Mobile 2","Email 1","Email 2","Email 3"
"Shankara Hyundai","Vidhan Sabha Road, Near Mowa Thana, Mowa, Mowa (Sales), Raipur, Chhattisgarh - 492001","Raipur","Chhattisgarh","492001","7714061188","7714091188","9111000555","9111000504","gmsales@shankarahyundai.com","",""
"Shankara Hyundai","Ring Road No. - 01, Opp. Wallfort City, Bhatagaon Chowk, Bhatagaon (Sales), Raipur, Chhattisgarh - 492001","Raipur","Chhattisgarh","492001","07716644444","","9111000515","","hyundairaipur@gmail.com","",""
"Shivnath Hyundai","Great Eastern Road, Tatibandh, G E Road Tatibandh, Raipur, Chhattisgarh - 492099","Raipur","Chhattisgarh","492099","7713051100","","9685045126","","rkhare@raipur.jaika.com","",""
"Shivnath Hyundai","Plot No.: 618/2, Near Chidambara International Hotel, GE Road, Telibandha, opp Magneto Mall,Telibandha, Raipur, Chhattisgarh - 492006","Raipur","Chhattisgarh","492006","","","9179040081","7024108302","rsahu@shivnath.jaika.com","rkhare@raipur.jaika.com",""
"Shivnath Hyundai","Shivnath Hyundai, G.E Road, Rajanandgaon, G.E Road, Rajnandgaon, Chhattisgarh - 476001","Rajnandgaon","Chhattisgarh","476001","","","9755092026","","salesbhilai@shivnath.jaika.com","",""
"Mangalam Hyundai","Opp. Irrigation Colony Kharoa Road, Opp.Irrigation Colony,Tilda, Tilda, Chhattisgarh - 493114","Tilda","Chhattisgarh","493114","","","9926901133","","dgm.mangalamhyundai@gmail.com","",""
"Divine Hyundai","SRY NO. 1/2/2 LANDMARK SHOP NO 14-19 & 79-84 SILVASSA, Toker Khada, Silvassa, Dadra Nagar Haveli - 396230","Silvassa","Dadra Nagar Haveli","396230","2602642983","","","9727760366","gm.divinesilvassa@gmail.com","",""
"Alcon Hyundai","Sukhmani enclave, Arlem, Fatorda, Margaon, Margaon, Margaon, Goa - 403601","Margaon","Goa","403601","8322740390","","7030938989","","salesmargao@alconhyundai.com","",""
"Goa Hyundai","Survey No 192/1-K, Yashwant Nagar, Ponda, Yashwant Nagar, Ponda, Goa - 403401","Ponda","Goa","403401","8326699999","","9223337788","9822131489","boneyfernandez@gmail.com","nilesgdesai29@gmail.com",""
"Alcon Hyundai","20/1, NH 17, PORVORIM, Porvorim, Porvorim, Goa - 403501","Porvorim","Goa","403501","8322415123","","7030938989","9689937281","sales@.alconhyundai.com","",""
"Goa Hyundai","Joshi Enclave, Opp. Laxminarayan Temple, Tivim-Bicholim Road, Tivim Goa, Tivim, Tivim, Goa - 403502","Tivim","Goa","403502","8326511999","","9822131489","","praindia1@gmail.com","",""
"Goa Hyundai","Prema Vasant Estate, S. NON 3SN 3SN 3SN 3S. 41/1, NH -17, Nagoa Verna, Verna Industrial Estate, Verna, Goa - 403722","Verna","Goa","403722","8322783691","8322783690","9822131489","","praindia1@gmail.com","",""
"Bagga Hyundai","OPP INDIAN OIL PETROL PUMP 202 AHMEDABAD, Chandkheda, Ahmedabad, Gujarat - 382424","Ahmedabad","Gujarat","382424","7961707000","","9825006323","","baggahyundaigm@gmail.com","",""
"Concept Hyundai","Opp. Gujcomasol, Vatva Road, Narol, Narol, Ahmedabad, Gujarat - 382405","Ahmedabad","Gujarat","382405","7966093100","","9099033012","","narolsales@concepthyundai.com","",""
"Concept Hyundai","GNFC tower , opp ranjit petrol pump, SG Highway, Ahmedabad, Gujarat - 380054","Ahmedabad","Gujarat","380054","78787070","","7878707000","7878707000","jinmay.shah@concept.ind.in","",""
"Concept Hyundai","NR. VISHALA HOTEL CIRCLE, NR.APMC MARKET, Vasna, Ahmedabad, Gujarat - 380055","Ahmedabad","Gujarat","380055","07961916150","","9879200080","8980001359","vasna@concepthyundai.com","",""
"Gallops Hyundai","FP No. 20/1/1, TPS 114, Opp. Poddar International School, Nr. RAF Camp, Nr. Ramol Toll Tax, SP Ring Road, Vastral, SP Ring Road, Vastral, Ahmedabad, Gujarat - 382418","Ahmedabad","Gujarat","382418","","","7878781666","9909991998","rahu.javia@gallopsmotors.com","",""
"Gallops Hyundai","1,2,3, Sigma Lagacy, Nr. Panjarapole Cross Road, IIM Road, Ambawadi, IIM Road, Ambawadi, Ahmedabad, Gujarat - 380015","Ahmedabad","Gujarat","380015","","","9374611001","","sattick@gallopsmotors.com","",""
"Karnavati Hyundai","Near CIMS Hospital, Science City Road, Sola Flyover, SG Road, SG Road, Ahmedabad, Gujarat - 380061","Ahmedabad","Gujarat","380061","","","8460003344","","Rajesh.pathak@karnavati.co","",""
"Planet Hyundai","NR ANUPAM CINEMA  PLANET HOUSE, RADHE CIRCLE MANINAGAR, Maninagar, Ahmedabad, Gujarat - 380001","Ahmedabad","Gujarat","380001","7966107000","","9825005590","","planethyundaigm@gmail.com","",""
"Pratham Hyundai","Ground Floor, Turquoise 2, opp Decathlon, S P Ring Road, S P Ring Road, Ahmedabad, Gujarat - 380058","Ahmedabad","Gujarat","380058","","","9999999999","","prathamhyundai@gmail.com","",""
"Sharma Hyundai","Shop No 5&6, Neelkanth Square, Nr. Railway Crossing, NH-8, Naroda, Near Railway Crossing, Naroda, Ahmedabad, Gujarat - 382330","Ahmedabad","Gujarat","382330","07940018800","","9099938777","","sales.asm3@sharmahyundai.com","sales@sharmahyundai.com",""
"Sharma Hyundai","Near Mount Carmel Junction,, Ashram Road, Ahmedabad, Gujarat - 380009","Ahmedabad","Gujarat","380009","","","9099978333","9099978332","sales@sharmahyundai.com","",""
"Sharma Hyundai","15-16 , Shangrila Arcade , Anandnagar- Prahaladnagar Rd, Ahmedabad- 380009, Shyamal, Ahmedabad, Gujarat - 380009","Ahmedabad","Gujarat","380009","07940018800","","9099978334","","sales@sharmahyundai.com","",""
"Shivalik Hyundai","NEAR YMCA CLUB VEDANT BUILDING AHMEDABAD, S.G.Highway, Ahmedabad, Gujarat - 380015","Ahmedabad","Gujarat","380015","796777175","","9099906050","9099906100","Sales.portal@shivalikhyundai.co.in","sales.head@shivalikhyundai.co.in",""
"Shivalik Hyundai","Ground Floor, Tirth Jyoti Plaza, Opp. RTO Gate, Subhash Bridge, RTO Circle, Subhash Bridge, Ahmedabad, Gujarat - 380027","Ahmedabad","Gujarat","380027","","","9099906007","9099906001","gmsales@shivalikhyundai.co.in","",""
"Navjivan Plaza Hyundai","NAVJIVAN SHOPPING CENTRE AMOD, Amod Char Rasta, Amod, Gujarat - 392110","Amod","Gujarat","392110","2641246211","","9374414111","","UnderRecruitment","",""
"Orange Hyundai","OPPOSITE GURUDATT PETROL PUMP LATHI ROAD AMRELI, Lathi Road, Amreli, Gujarat - 365601","Amreli","Gujarat","365601","2792240215","2792240315","9737043748","","gm@orangeautomotive.in","",""
"Down Town Hyundai","ANAND ANAND-CHIKHODRA ROAD ANAND, ANAND-CHIKHODRA ROAD, Anand, Gujarat - 388001","Anand","Gujarat","388001","2692619191","","","9227108695","downtownhyundai@yahoo.com","",""
"Navjivan Plaza Hyundai","XZNON BUILDING - SHOP NO.4,5 & 6 ANKLESHWAR, Valia Road, Ankleshwar, Gujarat - 392011","Ankleshwar","Gujarat","392011","2646227111","","9327405111","","UnderRecruitment","",""
"President Hyundai","BALASINOR - AHMEDABAD HIGHWAY OPP. PF HOSPITAL BALASINOR, Balasinor-Ahmedabad Highway, Balasinor, Gujarat - 388255","Balasinor","Gujarat","388255","2690266499","","9099096297","","president.balasinor@gmail.com","",""
"Maanu Hyundai","RS No. 258/1/1 & RS No.258/1/2, Opp CNG Pump Nr Tulsi Hotel Kadodara, Bardoli Road, Kadodara, Bardoli, Gujarat - 394601","Bardoli","Gujarat","394601","","","9999999999","","Maanumotorplaza@gmail.com","",""
"Pratham Hyundai","OPPOSITE STATE BANK OF INDIA BAVLA, Bavla-Bagotra Highway, Bavla, Gujarat - 382220","Bavla","Gujarat","382220","","","9925015249","","bavlapratham@gmail.com","",""
"Navjivan Plaza Hyundai","OPP.SWAMINARAYAN TEMPLE,  DESHUUAR CHOKDI,  NH-8,BHARAUCH, DESHUUAR CHOKDI, Bharuch, Gujarat - 392001","Bharuch","Gujarat","392001","2642233811","","9998816154","","navjivanplaza@gmail.com","",""
"Patel Hyundai","BHAVNAGAR RAJKOT ROAD PLOT NO. 3A, CHITRA BHAVNAGAR, Chitra, Bhavnagar, Gujarat - 364004","Bhavnagar","Gujarat","364004","2782443300","","8238382222","","gm.patelhyundai@gmail.com","",""
"B Mangatram Hyundai","S.No. 55/2, Plot No. 1, B Mangatram & Sons, Mirzapur Highway, Bhuj - Kutch, Kachchh, Mirzapur Highway, Bhuj, Gujarat - 370001","Bhuj","Gujarat","370001","0009999999","","9825225005","","m.ramchandani@bmhyundai.net","",""
"Down Town Hyundai","NISRAYA CHOKDI BADRAN ROAD BORSAD, Badran Road, Borsad, Gujarat - 383001","Borsad","Gujarat","383001","","","9227108001","9228009198","downtownhyundai.rso@gmail.com","",""
"Navjivan Hyundai","VADI FALIA, SMROLI CHIKHLI, SMROLI, Chikhli, Gujarat - 396521","Chikhli","Gujarat","396521","2634399933","","9377462000","","salesmanager@navjivancars.com","",""
"Down Town Hyundai","Opp.ESSAR PETROL PUMP, Nr.VEGA CHOKDI,At & POST: VEGA TAL: DABHOI PIN CODE-391110 DABHOI, Dabhoi, Gujarat - 391110","Dabhoi","Gujarat","391110","","","9924119806","","downtown_hyundai@sify.com","",""
"President Hyundai","Nr.Jain Simandir ,Old Indore High Way Road,Opp Bajaj Showroom, Dahod, Dahod , Gujarat - 389151","Dahod ","Gujarat","389151","2673248099","","9099096287","","presidenthyundai@gmail.com","",""
"Riya Hyundai","PALANPUR HIGHWAY NR DECENT HOTEL DEESA, Goyal, Deesa, Gujarat - 385535","Deesa","Gujarat","385535","","","9978979655","","sales_pln@riyahyundai.com","",""
"Punjab Hyundai","ATITHI HOTEL, OPP ASHIRWAD GENERAL DEHGAM, Hotel Atithi, Dehgam, Gujarat - 382305","Dehgam","Gujarat","382305","","","9825037928","","kishanpunjab12@gmail.com","",""
"Pratham Hyundai","AMAN PARK, NR BALAS CHOKDI, 11-15 DHOLKA, Balas Chokdi, Dholka, Gujarat - 382213","Dholka","Gujarat","382213","","","9825064181","","prathamdholka@gmail.com","",""
"B Mangatram Hyundai","PLOT NO. 109, SETOR 9C B.MANGATRAM & SONS  N.H # 8A,GANDHIDHAM, Galpadra, Gandhidham, Gujarat - 370001","Gandhidham","Gujarat","370001","2836242242","2836243243","9879546915","9727779521","Sm@bmhyundai.net","",""
"Punjab Hyundai","Opp DSP Office  plot no-1004-A,Sector 28 GIDC Gandhinagar, SECTOR 28, GIDC, Gandhinagar, Gujarat - 382028","Gandhinagar","Gujarat","382028","7923212121","7931907700","","","prathamhyundaigm@gmail.com","",""
"President Hyundai","At Vavdi Buzurg Godhra- Dahod Highway Road Godhra, GODHRA-DAHOD HIGHWAY RAOD, Godhra, Gujarat - 389001","Godhra","Gujarat","389001","2672265399","2672265499","9099096288","","presidenthyundai@gmail.com","",""
"Shiv Hyundai","NR NILKANTH VRIDHASHRAM OPP DOLAT OIL MILL GONDAL, Bhojpura, Gondal, Gujarat - 304311","Gondal","Gujarat","304311","","","9099991560","","sales.gondal@shivhyundai.net","",""
"President Hyundai","JIN COMPLEX, GODHRA-HALOL ROAD HALOL, Godhra-Halol Road, Halol, Gujarat - 389330","Halol","Gujarat","389330","2676223099","","9099096243","","hyundaihalol@gmail.com","",""
"Bhurawala Hyundai","Highway, Piplodi,  Survey No.51, Mumbai-Delhi  Himmatnagar,Gujarat, Mumbai-Delhi Highway, Himmatnagar, Gujarat - 383001","Himmatnagar","Gujarat","383001","2772229282","2772229284","9099087908","9825146286","bk.motors@yahoo.co.in","vbhurawala@gmail.com",""
"B K Hyundai","BHARELA TALAV IDAR, Sampa Vada, Ider, Gujarat - 383315","Ider","Gujarat","383315","","","9825554039","","dhavalshah198@gmail.com","",""
"Neo Hyundai","Hapa  Jamnagar-Rajkot Highway, Jamnagar, JAMNAGAR-RAJKOT-HIGHWAY, Jamnagar, Gujarat - 361120","Jamnagar","Gujarat","361120","2882572266","2882572277","9909003222","","neosale@gmail.com","",""
"Equity Hyundai","GIDC AATKOT ROAD JASDAN, GIDC AATKOT ROAD JASDAn, Jasdan, Gujarat - 350050","Jasdan","Gujarat","350050","","","7283800144","","jasdan.equity@gmail.com","",""
"Shiv Hyundai","OPP INDUSTRIAL TRAINING INSTITUTE NEAR SURYA MANDIR JETPUR, Nr. Surya Mandir, Jetpur, Gujarat - 360370","Jetpur","Gujarat","360370","","","9099991514","","sales4@shivhyundai.net","",""
"Om Hyundai","SABALPUR,  RAJKOT HIGH-WAY,VADAL ROAD, JUNAGARH, VADAL ROAD, Junagadh, Gujarat - 362001","Junagadh","Gujarat","362001","2852661501","","7698027347","","om_hyundai@yahoo.com","",""
"Om Hyundai","VERAVAL JUNAGARH ROAD JUNAGARH, Veraval, Junagadh, Gujarat - 362001","Junagadh","Gujarat","362001","","","7046017775","","omhyundaiveraval@yahoo.com","",""
"Riya Hyundai","KADI KALOL ROAD NR MADHUSUDAN CERAMICS KADI, Chattral Road, kadi, Gujarat - 382715","kadi","Gujarat","382715","","","9687675455","","sales_kadi@riyahyundai.com","",""
"Punjab Hyundai","2 TO 5 Umiya Tirth Viley,Near Gaytri Mandir, Highway Road - Kalol (NG), Tirth Valley Highway road, Kalol, Gujarat - 382721","Kalol","Gujarat","382721","","","9825012126","","punjabacc.kalol@gmail.com","",""
"President Hyundai","NEAR CHAR KOSIA NAKA LUNAWADA, Char Kosia Naka, Lunawada, Gujarat - 389230","Lunawada","Gujarat","389230","","","9099096283","","presidentlunawada@gmail.com","",""
"Riya Hyundai","MEHSANA NAGALPUR MAHESANA, Ahmedabad Meshena Highway, Mehsana, Gujarat - 384002","Mehsana","Gujarat","384002","2762225655","","9879106551","","sales_meh@riyahyundai.com","",""
"Bhurawala Hyundai","137, Kolikhad, Modasa, Modasa, Gujarat - 383315","Modasa","Gujarat","383315","2772229282","","6354910513","9687612096","bk.motors@yahoo.co.in","",""
"Equity Hyundai","VILLAGE SAKAT SANALA RAJKOT MORBI HIGHWAY MORBI, RAJKOT MORBI HIGHWAY, Morbi, Gujarat - 363641","Morbi","Gujarat","363641","2822230008","","9979722666","","equity.morbi@gmail.com","",""
"B Mangatram Hyundai","HARSH PLAZA MUNDRA, Adani Port Road, Mundra, Gujarat - 370110","Mundra","Gujarat","370110","","","9978898700","","bmangatram.mundra@gmail.com","",""
"Down Town Hyundai","Shiv Point, Opp. Mahagujrat Hospital, College Road, Nadiad, Gujarat - 387001","Nadiad","Gujarat","387001","02686580809","","9825025524","","downtownhyundai_nadiad@yahoo.in","",""
"Navjivan Hyundai","sangh, NH-8,Kabilpore  M.R Park, Opp-Navsari Taluka Navsari- Gujarat, Navsari, Navsari, Gujarat - 396445","Navsari","Gujarat","396445","2637265300","2637265400","9377462000","","salesmanager@navjivancars.com","",""
"Riya Hyundai","PALANPUR OPP DHARTI RESORT ABU HIGHWAY GUJARAT, ABU HIGHWAY, Palanpur, Gujarat - 385001","Palanpur","Gujarat","385001","2742254755","","9879106550","","sales_pln@riyahyundai.com","",""
"Riya Hyundai","OPP. GRAND HOTEL NR ARBUDA NAGAR PART II CHANASMA HOTEL, CHANASMA HOTEL, PATAN, Gujarat - 384265","PATAN","Gujarat","384265","","","9879106552","","sales_ptn@riyahyundai.com","",""
"Neo Hyundai","RAJKOT HIGHWAY VANANA GIDC PORBANDAR, GIDC PORBANDAR, Porbandar , Gujarat - 360575","Porbandar ","Gujarat","360575","","","9909006260","","pbr.neohyundai@gmail.com","",""
"Equity Hyundai","80 FT ROAD  GIDC, PLOT NO. 364 NEAR AJI RIVER BRIDGE, GIDC Nr.Aji River Bridge, Rajkot, Gujarat - 360003","Rajkot","Gujarat","360003","2812384671","","9574300071","9016225566","gmsalesofequity@gmail.com","",""
"Equity Hyundai","SCHOOL,KKV CHOWK,  'KEVALAM CORNER',NR.G.T.SHETH  150TH RING ROAD,, 150 ft Ring road, Rajkot, Gujarat - 360005","Rajkot","Gujarat","360005","2812586671","","9016225566","","equity.motors@gmail.com","",""
"Shiv Hyundai","Nr. Reliance Petrolpump,Kuvadva Main Road,Rajkot, Kuvadva Road, Sadguru Nagar, Rajkot, Gujarat - 360005","Rajkot","Gujarat","360005","","","9099991519","9099954550","sales.dbu@shivhyundai.net","gm@shivhyundai.net",""
"Shiv Hyundai","NEAR P D MALAVIYA COLLEGE SHIV NAGAR, STREET NO 1 RAJKOT, Shiv Nagar, Rajkot, Gujarat - 360004","Rajkot","Gujarat","360004","2812364640","2812364641","9099991515","9099900000","sales@shivhyundai.net","",""
"Navjivan Plaza Hyundai","GIDC PHASE 1 PLOT NO 29/30 RAJPIPLA, GICD RAJPIPLA, Rajpipla, Gujarat - 393135","Rajpipla","Gujarat","393135","2640222511","","7574966111","","rajpiplarso@gmail.com","",""
"Pratham Hyundai","SHOP NO. 21 & 22, CHANGODAR, Changodar, Sanand, Gujarat - 382213","Sanand","Gujarat","382213","","","9925007590","","ruralsm.prathamhyundai@gmail.com","",""
"Pratham Hyundai","OPP. RELIANCE PETROL PUMP PLOT NO 11,12,13 SANAND, SANAND, Sanand, Gujarat - 380055","Sanand","Gujarat","380055","2717654146","","9825064181","9377808050","punjabhyundai@gmail.com","",""
"Orange Hyundai","MAHUVA ROAD NEAR ACCURATE HERO SAVARKUNDLA, Mahuva Raod, Savarkundla, Gujarat - 365601","Savarkundla","Gujarat","365601","","","9904407901","","rso.srk@orangeautomotive.in","",""
"Ganesh Hyundai","Plot No. 189, Ghael Compound, NR BRC Temple, Udhna-Sachin Main Road, Udhna, NR BRC Temple, Surat, Gujarat - 394210","Surat","Gujarat","394210","","","9998041975","","Urmishgandhi@yahoo.in","Kinnargandhi@gmail.com",""
"Monarch Hyundai","Shop No. - 1, Ground Floor, Avloan Commercial Hub, Katargam, Surat, Gujarat - 395004","Surat","Gujarat","395004","","","6356050000","9081115544","jignesh.rana@jbgo.in","prjadeja@jbgo.in",""
"Navjivan Hyundai","BESIDE DOCTOR HOUSE TULSI KRUPA ARCADE SURAT, Parvat Patia, Surat, Gujarat - 395010","Surat","Gujarat","395010","02612631000","02612855777","9327711000","","saleshead@navjivanhyundai.com","",""
"Navjivan Hyundai","Nr. SMC south Zone office, Devchand Nagar, Udhna, Surat, Udhana, Surat, Gujarat - 394210","Surat","Gujarat","394210","2612631000","2612632000","9376693766","","Saleshead@navjivanhyundai.com","",""
"Navjivan Hyundai","B/s Tanisq Showroom, L.P Savani School Road,, Adajan, Surat, Adajan, Surat, Gujarat - 395009","Surat","Gujarat","395009","2652731666","","9377312345","","Saleshead@navjivanhyundai.com","",""
"Concept Hyundai","OPP NEW AGE INDUSTRIES RUDRAKSH SURENDRANAGAR, Surendranagar (sales), Surendranagar, Gujarat - 363002","Surendranagar","Gujarat","363002","2752242707","","9879000042","7878706000","sales_surendranagar@concepthyundai.com","concepthyundai_surendranagar@yahoo.co.in",""
"Down Town Hyundai","Ground Floor Indraprasth Complex 3rd Hall Channi Road Opp. Chhani Octroi Post, Nizampura,, Chhani, Vadodara, Gujarat - 390024","Vadodara","Gujarat","390024","2652772020","2656567444","9227108002","9227108695","downtownsales9@gmail.com","",""
"Down Town Hyundai","Shop No-4-5-6, Earth Complex, Punit Nagar, Vadodara, Old Padra Road, Vadodara, Gujarat - 390015","Vadodara","Gujarat","390015","","","9081029555","9227108696","downtown.oproad98@gmail.com","downtownhyundai_oproad@yahoo.in",""
"RSA Hyundai","Ground Floor, Neptune Global, Akshwar Chowk, Mujmahuda, OP Road, Mujmahuda, Vadodara, Gujarat - 390020","Vadodara","Gujarat","390020","02656706999","","7574000866","","sales.hyundai@teamrsa.in","",""
"Navjivan Hyundai","46/2, OM VILLA NANI BHAMTI, NR KHADKALA CHOWKDI, VASANDA ROAD, Vansda, Vansda, Gujarat - 394210","Vansda","Gujarat","394210","","","9376312999","","sm.chikhli@navjivancars.com","",""
"Divine Hyundai","OPP.EMPRESS MALL,  SURVEY NO.242,N.H.NO.8,  VILLAGE SALVAV,TAL PARDI,VAPI, PARDI, Vapi, Gujarat - 396191","Vapi","Gujarat","396191","2606542001","","9978444717","9978444027","divinemotorsvapi@gmail.com","",""
"Riya Hyundai","6-7, MADHURAM COMPLEX VIJAPUR, Himmatnagar Road, Vijapur, Gujarat - 382870","Vijapur","Gujarat","382870","","","9099914955","","rso@riyahyundai.com","",""
"Pratham Hyundai","OPP-IOC PETROL PUMP SURVEY NO-943 VIRAMGAM, Hasalpur Circle, Viramgam, Gujarat - 382150","Viramgam","Gujarat","382150","","","","","prathamvgm@gmail.com","",""
"Riya Hyundai","VISNAGAR KHERALU ROAD  C.H COMPLEX, NR AUTOWORLD VISNAGAR, Ambaji Kansa Road, Visnagar, Gujarat - 384315","Visnagar","Gujarat","384315","","","9879516955","","sales_vis@riyahyundai.com","",""
"Samrithi Hyundai","VPO Tepal Ambala, Jagadhri Road, (Auto Hub), Tepal Ambala, Ambala, Haryana - 133001","Ambala","Haryana","133001","1712821000","","9992016565","","samrithihyundai@gmail.com","",""
"Samta Hyundai","Vita plant Lane,G.T Road,Ambala City, Vita plant Lane, Ambala, Haryana - 134007","Ambala","Haryana","134007","1712543811","1712543822","","","ambalasamta@gmail.com","",""
"Samta Hyundai","Jind Road, Assand, Jind Road, Assandh, Haryana - 132039","Assandh","Haryana","132039","","","7378022222","9812999093","sales.backoffice@samtamotors.com","",""
"Drishti Hyundai","1205, M.I.E Opp. Sales Tax Office, Near Tikari border, Bahadurgarh, Bahadurgarh, Bahadurgarh, Haryana - 124507","Bahadurgarh","Haryana","124507","","","9215055584","9215055584","sales@drishtimotors.com","",""
